ucode,batch,taxable_amount,total_amount,date,location,date_span,gdnreturndate,invoice_no,dispatching_branch,transactionno,transactiontype,medicinename,hsncode,qty,pack_quantity,gst,epr,purchase_rate,taxamount,flag,warehouseid,invoice,linenum,postingdate,gdndate,itemtypeid,txt,currencycode,department,profitcentre,segment,warehousegstnumber,customerid,customergstnumber,company,wareshouse_city_id,vendor_city_id,credit_note_number,e_invoicing_irn_number,e_invoicing_date,debitnote_status,dest_company,report_type,eway_bill_needed,einvoice_needed,gst_state,customer_status,original invoice no,original invoice,igst_value,cgst_value,sgst_value,posting profile,customer_pdi,dt
139883,TF23F239-,120.14,134.5568,2025-07-01,Gurgaon_DCAM,Jul-2025,2025-07-01,DR0428-25A000218,D. C. AGENCIES PVT LTD (MR-NOI-DXN),71313,GDN Return Mercury,PIOZ 7.5MG STRIP OF 10 TABLETS,30049099,2,1,12,60.07,60.07,14.42,NORMAL,th223,DR0428-25A00021871313,477459,2025-07-01,,Medicine,,INR,,B2C,Medicine,06AAFCD8004P1ZF,th428,09AAFCD8004P1Z9,AWPSPL,,6004,,,,,AWPSPL,GDN_RETURN,,,09-Uttar Pradesh,RP,,,14.42,0,0,MSPP,73034,2025-07-01
40861,4SB0637,34.77,38.9424,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000049,THREPSI SOLUTIONS PVT LTD (MR-MUM),132019,GDN Return Mercury,CIPLAR 40MG STRIP OF 15 TABLETS,30049074,1,1,12,34.77,34.77,4.17,NORMAL,th213,DR0214-25A000049132019,8741,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,2.09,2.09,MSPP,3449,2025-06-29
48425,ACSP24010,713.67,799.3104,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000085,THREPSI SOLUTIONS PVT LTD (MR-MUM),132054,GDN Return Mercury,COSKLOT PLUS STRIP OF 10 TABLETS,30049099,3,1,12,237.89,237.89,85.64,NORMAL,th213,DR0214-25A000085132054,5866,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,42.82,42.82,MSPP,3449,2025-06-29
50495,GC044156,262.29,293.7648,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000075,THREPSI SOLUTIONS PVT LTD (MR-MUM),132045,GDN Return Mercury,CYPON BOTTLE OF 200ML SYRUP,30049039,3,1,12,87.43,87.43,31.47,NORMAL,th213,DR0214-25A000075132045,3631,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,15.74,15.74,MSPP,3449,2025-06-29
59346,DOBS3884,21.7,24.304,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000046,THREPSI SOLUTIONS PVT LTD (MR-MUM),132016,GDN Return Mercury,DOLO 650MG STRIP OF 15 TABLETS,30049061,1,1,12,21.7,21.7,2.6,NORMAL,th213,DR0214-25A000046132016,12170,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,1.3,1.3,MSPP,3449,2025-06-29
59346,DOBS3750,21.7,24.304,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000046,THREPSI SOLUTIONS PVT LTD (MR-MUM),132016,GDN Return Mercury,DOLO 650MG STRIP OF 15 TABLETS,30049061,1,1,12,21.7,21.7,2.6,NORMAL,th213,DR0214-25A000046132016,12171,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,1.3,1.3,MSPP,3449,2025-06-29
59346,DOBS3923,43.4,48.608,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000046,THREPSI SOLUTIONS PVT LTD (MR-MUM),132016,GDN Return Mercury,DOLO 650MG STRIP OF 15 TABLETS,30049061,2,1,12,21.7,21.7,5.21,NORMAL,th213,DR0214-25A000046132016,12172,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,2.6,2.6,MSPP,3449,2025-06-29
59346,DOBS3779,21.7,24.304,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000046,THREPSI SOLUTIONS PVT LTD (MR-MUM),132016,GDN Return Mercury,DOLO 650MG STRIP OF 15 TABLETS,30049061,1,1,12,21.7,21.7,2.6,NORMAL,th213,DR0214-25A000046132016,12180,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,1.3,1.3,MSPP,3449,2025-06-29
80346,SXG0029A,61.071,68.39952,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000050,THREPSI SOLUTIONS PVT LTD (MR-MUM),132020,GDN Return Mercury,FUCIBET TUBE OF 15GM CREAM,300420,1,1,12,61.07,61.071,7.33,NORMAL,th213,DR0214-25A000050132020,14322,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.66,3.66,MSPP,3449,2025-06-29
85665,G0375028,80.31,89.9472,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000069,THREPSI SOLUTIONS PVT LTD (MR-MUM),132039,GDN Return Mercury,GLYCIPHAGE 500MG STRIP OF 20 TABLETS,300490,3,0,12,26.77,26.77,9.64,NORMAL,th213,DR0214-25A000069132039,8657,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,4.82,4.82,MSPP,3449,2025-06-29
85700,M23063,15.139,16.95568,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000069,THREPSI SOLUTIONS PVT LTD (MR-MUM),132039,GDN Return Mercury,GLYCIPHAGE SR 500MG STRIP OF 10 TABLETS,30049011,1,1,12,15.14,15.139,1.82,NORMAL,th213,DR0214-25A000069132039,8770,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,0.91,0.91,MSPP,3449,2025-06-29
85880,C5AGY019,57.79,64.7248,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000062,THREPSI SOLUTIONS PVT LTD (MR-MUM),132032,GDN Return Mercury,GLYKIND M STRIP OF 10 TABLETS,30049099,1,1,12,57.79,57.79,6.93,NORMAL,th213,DR0214-25A000062132032,14543,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.47,3.47,MSPP,3449,2025-06-29
109220,LFT24046C,206.36,231.1232,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000083,THREPSI SOLUTIONS PVT LTD (MR-MUM),132053,GDN Return Mercury,LYSOFLAM STRIP OF 10 TABLETS,30049069,2,1,12,103.18,103.18,24.76,NORMAL,th213,DR0214-25A000083132053,9776,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,12.38,12.38,MSPP,3449,2025-06-29
109590,2408001494,55.54,62.2048,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000056,THREPSI SOLUTIONS PVT LTD (MR-MUM),132026,GDN Return Mercury,MAGADOL STRIP OF 10 TABLETS,30049069,1,1,12,55.54,55.54,6.66,NORMAL,th213,DR0214-25A000056132026,15335,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.33,3.33,MSPP,3449,2025-06-29
117345,DFF4997A,102.21,114.4752,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000050,THREPSI SOLUTIONS PVT LTD (MR-MUM),132020,GDN Return Mercury,MOXCLAV DS 457MG BOTTLE OF 30ML DRY SUSPENSION,30041030,1,1,12,102.21,102.21,12.27,NORMAL,th213,DR0214-25A000050132020,17928,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,6.13,6.13,MSPP,3449,2025-06-29
122990,2964M002,1543.65,1728.888,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000045,THREPSI SOLUTIONS PVT LTD (MR-MUM),132015,GDN Return Mercury,NIKORAN 5MG BOTTLE OF 20 TABLETS,30049099,5,0,12,308.73,308.73,185.24,NORMAL,th213,DR0214-25A000045132015,15435,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,92.62,92.62,MSPP,3449,2025-06-29
122990,2964L028,308.73,345.7776,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000045,THREPSI SOLUTIONS PVT LTD (MR-MUM),132015,GDN Return Mercury,NIKORAN 5MG BOTTLE OF 20 TABLETS,30049099,1,1,12,308.73,308.73,37.05,NORMAL,th213,DR0214-25A000045132015,15436,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,18.52,18.52,MSPP,3449,2025-06-29
126045,4KP0334,67.39,75.4768,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000049,THREPSI SOLUTIONS PVT LTD (MR-MUM),132019,GDN Return Mercury,NOVAMOX 250MG REDIUSE BOTTLE OF 60ML SUSPENSION,300490,1,1,12,67.39,67.39,8.09,NORMAL,th213,DR0214-25A000049132019,16706,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,4.04,4.04,MSPP,3449,2025-06-29
164020,SIE2217A,138.883,155.54897,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000050,THREPSI SOLUTIONS PVT LTD (MR-MUM),132020,GDN Return Mercury,STORVAS 40MG STRIP OF 10 TABLETS,30049099,1,1,12,138.88,138.883,16.67,NORMAL,th213,DR0214-25A000050132020,22037,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,8.33,8.33,MSPP,3449,2025-06-29
165051,24491034,23.14,25.9168,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000057,THREPSI SOLUTIONS PVT LTD (MR-MUM),132027,GDN Return Mercury,SUMO L STRAWBERRY FLAVOUR BOTTLE OF 15ML DROPS,30049069,1,1,12,23.14,23.14,2.78,NORMAL,th213,DR0214-25A000057132027,15413,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,1.39,1.39,MSPP,3449,2025-06-29
169566,4A70402,13.41,15.0192,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000049,THREPSI SOLUTIONS PVT LTD (MR-MUM),132019,GDN Return Mercury,THEO ASTHALIN STRIP OF 30 TABLETS,30049091,1,1,12,13.41,13.41,1.61,NORMAL,th213,DR0214-25A000049132019,20530,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,0.8,0.8,MSPP,3449,2025-06-29
193728,3CD0863,32.79,36.7248,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000063,THREPSI SOLUTIONS PVT LTD (MR-MUM),132033,GDN Return Mercury,CYRA D STRIP OF 10 CAPSULES,30049039,1,1,12,32.79,32.79,3.93,NORMAL,th213,DR0214-25A000063132033,20289,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,1.97,1.97,MSPP,3449,2025-06-29
193762,K0165018,123.43,138.2416,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000069,THREPSI SOLUTIONS PVT LTD (MR-MUM),132039,GDN Return Mercury,DEXORANGE ORANGE FLAVOUR BOTTLE OF 200ML SYRUP,30045010,1,0,12,123.43,123.43,14.81,NORMAL,th213,DR0214-25A000069132039,20134,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,7.41,7.41,MSPP,3449,2025-06-29
209217,PRKAE293,38.57,43.1984,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000063,THREPSI SOLUTIONS PVT LTD (MR-MUM),132033,GDN Return Mercury,DAILYCAL 500MG STRIP OF 15 TABLETS,30045039,1,1,12,38.57,38.57,4.63,NORMAL,th213,DR0214-25A000063132033,22950,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,2.31,2.31,MSPP,3449,2025-06-29
209803,CF24001,161.226,180.57312,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000078,THREPSI SOLUTIONS PVT LTD (MR-MUM),132048,GDN Return Mercury,NODON 10MG STRIP OF 10 TABLETS,30049079,1,0,12,161.23,161.226,19.35,NORMAL,th213,DR0214-25A000078132048,24764,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,9.67,9.67,MSPP,3449,2025-06-29
241482,SIF2295A,182.57,204.4784,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000052,THREPSI SOLUTIONS PVT LTD (MR-MUM),132022,GDN Return Mercury,OLMEZEST CH 40MG STRIP OF 10 TABLETS,30049079,1,1,12,182.57,182.57,21.91,NORMAL,th213,DR0214-25A000052132022,33921,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,10.95,10.95,MSPP,3449,2025-06-29
242729,KDS-2509,246.86,276.4832,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000058,THREPSI SOLUTIONS PVT LTD (MR-MUM),132028,GDN Return Mercury,KERAGLO AD BOTTLE OF 75ML SHAMPOO,330499,1,0,12,246.86,246.86,29.62,NORMAL,th213,DR0214-25A000058132028,34145,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,14.81,14.81,MSPP,3449,2025-06-29
253718,AGMV25001,210.56,235.8272,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000085,THREPSI SOLUTIONS PVT LTD (MR-MUM),132054,GDN Return Mercury,GLIMISAVE MV 2 STRIP OF 15 TABLETS,30049039,1,1,12,210.56,210.56,25.27,NORMAL,th213,DR0214-25A000085132054,30174,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,12.63,12.63,MSPP,3449,2025-06-29
254580,4L81126,11.08,12.4096,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000049,THREPSI SOLUTIONS PVT LTD (MR-MUM),132019,GDN Return Mercury,CIPLOX 0.3% E/E DROPS 10ML,300490,1,1,12,11.08,11.08,1.33,NORMAL,th213,DR0214-25A000049132019,34057,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,0.66,0.66,MSPP,3449,2025-06-29
255347,4SB1023,76.85,86.072,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000049,THREPSI SOLUTIONS PVT LTD (MR-MUM),132019,GDN Return Mercury,CIPLAR LA 40MG STRIP OF 15 TABLETS,30049074,1,1,12,76.85,76.85,9.22,NORMAL,th213,DR0214-25A000049132019,34780,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,4.61,4.61,MSPP,3449,2025-06-29
269311,PT-1705A,131.69,147.4928,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000067,THREPSI SOLUTIONS PVT LTD (MR-MUM),132037,GDN Return Mercury,HHAMCLAV 625MG STRIP OF 10 TABLETS,300490,1,0,12,131.69,131.69,15.8,NORMAL,th213,DR0214-25A000067132037,34293,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,7.9,7.9,MSPP,3449,2025-06-29
270379,FHC0023,131.14,146.8768,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000052,THREPSI SOLUTIONS PVT LTD (MR-MUM),132022,GDN Return Mercury,AZTOLET 10MG STRIP OF 10 TABLETS,30049099,1,1,12,131.14,131.14,15.74,NORMAL,th213,DR0214-25A000052132022,39923,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,7.87,7.87,MSPP,3449,2025-06-29
272946,D2241060,186.43,208.8016,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000059,THREPSI SOLUTIONS PVT LTD (MR-MUM),132029,GDN Return Mercury,LEVIGRESS 1000MG STRIP OF 10 TABLETS,30049082,1,0,12,186.43,186.43,22.37,NORMAL,th213,DR0214-25A000059132029,35189,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,11.19,11.19,MSPP,3449,2025-06-29
274760,CFTF4B5,147.86,165.6032,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000072,THREPSI SOLUTIONS PVT LTD (MR-MUM),132042,GDN Return Mercury,CEFASOM 500MG STRIP OF 4 TABLETS,300490,1,1,12,147.86,147.86,17.74,NORMAL,th213,DR0214-25A000072132042,35383,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,8.87,8.87,MSPP,3449,2025-06-29
329586,2FW3M006,65.64,73.5168,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000045,THREPSI SOLUTIONS PVT LTD (MR-MUM),132015,GDN Return Mercury,CORBIS 2.5MG STRIP OF 15 TABLETS,30049079,1,0,12,65.64,65.64,7.88,NORMAL,th213,DR0214-25A000045132015,38163,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.94,3.94,MSPP,3449,2025-06-29
331750,FHC0045,237.86,266.4032,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000052,THREPSI SOLUTIONS PVT LTD (MR-MUM),132022,GDN Return Mercury,ROZAGOLD 20MG STRIP OF 10 CAPSULES,30049099,1,1,12,237.86,237.86,28.54,NORMAL,th213,DR0214-25A000052132022,42037,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,14.27,14.27,MSPP,3449,2025-06-29
A53136,T502405,56.21,62.9552,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000053,THREPSI SOLUTIONS PVT LTD (MR-MUM),132023,GDN Return Mercury,INSTALAST STRIP OF 10 TABLETS,30049099,1,1,12,56.21,56.21,6.75,NORMAL,th213,DR0214-25A000053132023,38430,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.37,3.37,MSPP,3449,2025-06-29
B10251,JKAD25016,59.337,66.45744,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000078,THREPSI SOLUTIONS PVT LTD (MR-MUM),132048,GDN Return Mercury,ACILOC RD 20MG STRIP OF 15 TABLETS,30049099,1,0,12,59.34,59.337,7.12,NORMAL,th213,DR0214-25A000078132048,38883,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.56,3.56,MSPP,3449,2025-06-29
C48717,AL-6368,112.5,126,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000076,THREPSI SOLUTIONS PVT LTD (MR-MUM),132046,GDN Return Mercury,DESOTENT BOTTLE OF 30ML LOTION,30049099,1,0,12,112.5,112.5,13.5,NORMAL,th213,DR0214-25A000076132046,40098,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,6.75,6.75,MSPP,3449,2025-06-29
D70739,X51H139,10.432,11.68384,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000064,THREPSI SOLUTIONS PVT LTD (MR-MUM),132034,GDN Return Mercury,XYKAA 500MG STRIP OF 15 TABLETS,30049061,1,1,12,10.43,10.432,1.25,NORMAL,th213,DR0214-25A000064132034,41160,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,0.63,0.63,MSPP,3449,2025-06-29
D90697,TNCS0052,164.57,184.3184,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000046,THREPSI SOLUTIONS PVT LTD (MR-MUM),132016,GDN Return Mercury,TENEPRIDE M 1000MG STRIP OF 15 TABLETS,30049079,1,1,12,164.57,164.57,19.75,NORMAL,th213,DR0214-25A000046132016,45487,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,9.87,9.87,MSPP,3449,2025-06-29
F33901,RV242304,134,150.08,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000055,THREPSI SOLUTIONS PVT LTD (MR-MUM),132025,GDN Return Mercury,DIAMICRON XR MEX 60/1000MG STRIP OF 10 TABLETS,30049099,1,1,12,134,134,16.08,NORMAL,th213,DR0214-25A000055132025,42652,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,8.04,8.04,MSPP,3449,2025-06-29
H42719,V2402766,80.68,90.3616,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000068,THREPSI SOLUTIONS PVT LTD (MR-MUM),132038,GDN Return Mercury,FIXTRAL SB STRIP OF 7 CAPSULES,30049099,1,1,12,80.68,80.68,9.68,NORMAL,th213,DR0214-25A000068132038,46949,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,4.84,4.84,MSPP,3449,2025-06-29
H59259,VIFS0010,90,100.8,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000046,THREPSI SOLUTIONS PVT LTD (MR-MUM),132016,GDN Return Mercury,VILPOWER M 1000MG STRIP OF 10 TABLETS,30049099,1,1,12,90,90,10.8,NORMAL,th213,DR0214-25A000046132016,48523,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,5.4,5.4,MSPP,3449,2025-06-29
H61452,GKF2087A,27.75,31.08,2025-06-29,Simba_SMBA,Jun-2025,2025-06-29,DR0214-25A000052,THREPSI SOLUTIONS PVT LTD (MR-MUM),132022,GDN Return Mercury,SYNDOPA PLUS STRIP OF 15 TABLETS,30049099,1,1,12,27.75,27.75,3.33,NORMAL,th213,DR0214-25A000052132022,48783,2025-06-29,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,1.67,1.67,MSPP,3449,2025-06-29
